cohort	sample1	sample2	delta	discordance
bcm_snp_breast	BCM_PDX_0002-P1_IlluminaSNP	BCM_PDX_0002-P18_IlluminaSNP	17	0.17074954296160877
bcm_snp_breast	BCM_PDX_2147-P2_IlluminaSNP	BCM_PDX_2147-P19_IlluminaSNP	17	0.04963235294117647
bcm_snp_breast	BCM_PDX_2665-P1_IlluminaSNP	BCM_PDX_2665-P19_IlluminaSNP	18	0.21441639224295647
bcm_snp_breast	BCM_PDX_3469-P1_IlluminaSNP	BCM_PDX_3469-P19_IlluminaSNP	18	0.18302094818081588
bcm_snp_breast	BCM_PDX_3887-P2_IlluminaSNP	BCM_PDX_3887-P19_IlluminaSNP	17	0.03409090909090909
bcm_snp_breast	BCM_PDX_4013-P1_IlluminaSNP	BCM_PDX_4013-P18_IlluminaSNP	17	0.18676470588235294
bcm_snp_breast	BCM_PDX_4195-P2_IlluminaSNP	BCM_PDX_4195-P19_IlluminaSNP	17	0.20197947214076245
bcm_snp_breast	BCM_PDX_4664-P1_IlluminaSNP	BCM_PDX_4664-P19_IlluminaSNP	18	0.02570694087403599
bcm_snp_breast	BCM_PDX_5097-P2_IlluminaSNP	BCM_PDX_5097-P19_IlluminaSNP	17	0.04352637403172261
bcm_snp_breast	BCM_PDX_5998-P1_IlluminaSNP	BCM_PDX_5998-P19_IlluminaSNP	18	0.056129985228951254
bcm_snp_breast	BCM_PDX_7441-P2_IlluminaSNP	BCM_PDX_7441-P19_IlluminaSNP	17	0.06656859139389482
bcm_snp_breast	BCM_PDX_7482-P1_IlluminaSNP	BCM_PDX_7482-P19_IlluminaSNP	18	0.21512915129151292
bcm_snp_breast	BCM_PDX_MC1-P1_IlluminaSNP	BCM_PDX_MC1-P18_IlluminaSNP	17	0.15898192548874954
bcm_snp_breast	BCM_PDX_WHIM12-P0_IlluminaSNP	BCM_PDX_WHIM12-P21_IlluminaSNP	21	0.06465833945628215
europdx_wgs_brca	BC111_P2_WGS	BC111_P5_WGS	3	0.010215249908792412
europdx_wgs_brca	BC126_P1_WGS	BC126_P5_WGS	4	0.001093693036820999
europdx_wgs_brca	BC127_P1_WGS	BC127_P5_WGS	4	0.2010928961748634
europdx_wgs_brca	BC162_P1_WGS	BC162_P5_WGS	4	0.016769959897921984
europdx_wgs_brca	BC201_P1_WGS	BC201_P5_WGS	4	0.07546481954064893
europdx_wgs_brca	BC227_P0_WGS	BC227_P6_WGS	6	0.18939670932358318
europdx_wgs_brca	BC230_P2_WGS	BC230_P6_WGS	4	0.13160772876412688
europdx_wgs_brca	BC239_P1_WGS	BC239_P5_WGS	4	0.02335766423357664
europdx_wgs_brca	BC241_P1_WGS	BC241_P5_WGS	4	0.030987969376594968
europdx_wgs_brca	BC250_P1_WGS	BC250_P4_WGS	3	0.10299488677867057
europdx_wgs_brca	BC256_P1_WGS	BC256_P5_WGS	4	0.2592997811816193
europdx_wgs_brca	BC274_P1_WGS	BC274_P5_WGS	4	0.008394160583941606
europdx_wgs_brca	BC283_P1_WGS	BC283_P5_WGS	4	0.05445906432748538
europdx_wgs_brca	BC288_P1_WGS	BC288_P5_WGS	4	0.06265938069216757
europdx_wgs_brca	BC291_P0_WGS	BC291_P5_WGS	5	0.6828290193219103
europdx_wgs_brca	BC291A_P1_WGS	BC291A_P7_WGS	6	0.26523166727471725
europdx_wgs_brca	BC297_P1_WGS	BC297_P6_WGS	5	0.05614290922347794
europdx_wgs_brca	BC302_P1_WGS	BC302_P5_WGS	4	0.009107468123861567
europdx_wgs_brca	BC325_P1_WGS	BC325_P5_WGS	4	0.027737226277372264
europdx_wgs_brca	BC326_P1_WGS	BC326_P7_WGS	6	0.12513681138270705
europdx_wgs_brca	BC332_P1_WGS	BC332_P5_WGS	4	0.005833029529711994
europdx_wgs_brca	BC336_P1_WGS	BC336_P5_WGS	4	0.19555717407137654
europdx_wgs_brca	BC343_P1_WGS	BC343_P5_WGS	4	0.22826880934989044
europdx_wgs_brca	BC408_P0_WGS	BC408_P6_WGS	6	0.12408759124087591
europdx_wgs_brca	BC426_P1_WGS	BC426_P5_WGS	4	0.08275610645278891
europdx_wgs_brca	BC430_P0_WGS	BC430_P5_WGS	5	0.3740430185927816
europdx_wgs_brca	BC453_P1_WGS	BC453_P4_WGS	3	0.002187386073641998
europdx_wgs_brca	BC457_P1_WGS	BC457_P5_WGS	4	0.26839038601602333
europdx_wgs_brca	BC464_P1_WGS	BC464_P9_WGS	8	0.04083120670798396
europdx_wgs_brca	BC474_P0_WGS	BC474_P7_WGS	7	0.134987230937614
europdx_wgs_brca	BC509_P1_WGS	BC509_P5_WGS	4	0.015339663988312637
europdx_wgs_brca	BC513_P1_WGS	BC513_P7_WGS	6	0.0014571948998178506
europdx_wgs_brca	BC519_P1_WGS	BC519_P5_WGS	4	0.02334914264866837
europdx_wgs_brca	BC531_P1_WGS	BC531_P5_WGS	4	0.24033552151714077
europdx_wgs_brca	BC666_P1_WGS	BC666_P5_WGS	4	0.0988329686360321
europdx_wgs_brca	BC701_P1_WGS	BC701_P5_WGS	4	0.1062043795620438
europdx_wgs_brca	BC715_P1_WGS	BC715_P5_WGS	4	0.16429872495446265
europdx_wgs_brca	BC794_P1_WGS	BC794_P5_WGS	4	0.03642987249544627
europdx_wgs_brca	BC801_P1_WGS	BC801_P5_WGS	4	0.17541940189642596
europdx_wgs_brca	BC878_P0_WGS	BC878_P5_WGS	5	0.00291970802919708
europdx_wgs_brca	BC899_P1_WGS	BC899_P5_WGS	4	0.05253557095950383
europdx_wgs_brca	BC989_P1_WGS	BC989_P5_WGS	4	0.12577469923441487
europdx_wgs_brca	BC1006_P1_WGS	BC1006_P5_WGS	4	0.0018214936247723133
europdx_wgs_crc	CRC1_P0_WGS	CRC1_P3_WGS	3	0.012336448598130842
europdx_wgs_crc	CRC2_P1_WGS	CRC2_P6_WGS	5	0.0
europdx_wgs_crc	CRC3_P1_WGS	CRC3_P5_WGS	4	0.0
europdx_wgs_crc	CRC4_P1_WGS	CRC4_P6_WGS	5	0.002616822429906542
europdx_wgs_crc	CRC5_P1_WGS	CRC5_P5_WGS	4	0.0007476635514018691
europdx_wgs_crc	CRC7_P1_WGS	CRC7_P6_WGS	5	0.08485981308411215
europdx_wgs_crc	CRC8_P1_WGS	CRC8_P6_WGS	5	0.0007476635514018691
europdx_wgs_crc	CRC9_P1_WGS	CRC9_P4_WGS	3	0.034766355140186916
europdx_wgs_crc	CRC10_P0_WGS	CRC10_P3_WGS	3	0.6385046728971963
europdx_wgs_crc	CRC13_P1_WGS	CRC13_P4_WGS	3	0.1642349420127198
europdx_wgs_crc	CRC14_P1_WGS	CRC14_P6_WGS	5	0.023943135054246164
europdx_wgs_crc	CRC15_P1_WGS	CRC15_P4_WGS	3	0.15663551401869158
europdx_wgs_crc	CRC16_P1_WGS	CRC16_P6_WGS	5	0.1016822429906542
europdx_wgs_crc	CRC17_P1_WGS	CRC17_P6_WGS	5	0.00411214953271028
europdx_wgs_crc	CRC18_P1_WGS	CRC18_P6_WGS	5	0.059813084112149535
europdx_wgs_crc	CRC20_P1_WGS	CRC20_P5_WGS	4	0.00822429906542056
europdx_wgs_crc	CRC21_P1_WGS	CRC21_P6_WGS	5	0.021682242990654205
europdx_wgs_crc	CRC22_P1_WGS	CRC22_P5_WGS	4	0.10616822429906542
europdx_wgs_crc	CRC23_P1_WGS	CRC23_P6_WGS	5	0.062429906542056074
europdx_wgs_crc	CRC24_P1_WGS	CRC24_P6_WGS	5	0.12186915887850468
europdx_wgs_crc	CRC25_P1_WGS	CRC25_P6_WGS	5	0.09536275243081525
europdx_wgs_crc	CRC27_P1_WGS	CRC27_P6_WGS	5	0.20224299065420562
europdx_wgs_crc	CRC28_P1_WGS	CRC28_P6_WGS	5	0.06766355140186917
europdx_wgs_crc	CRC29_P1_WGS	CRC29_P5_WGS	4	0.04299065420560748
europdx_wgs_crc	CRC30_P1_WGS	CRC30_P4_WGS	3	0.0811214953271028
europdx_wgs_crc	CRC32_P1_WGS	CRC32_P6_WGS	5	0.01644859813084112
europdx_wgs_crc	CRC33_P1_WGS	CRC33_P5_WGS	4	0.003738317757009346
europdx_wgs_crc	CRC34_P0_WGS	CRC34_P3_WGS	3	0.10616822429906542
europdx_wgs_crc	CRC36_P0_WGS	CRC36_P2_WGS	2	0.034766355140186916
europdx_wgs_crc	CRC37_P1_WGS	CRC37_P5_WGS	4	0.0022429906542056075
europdx_wgs_crc	CRC38_P1_WGS	CRC38_P6_WGS	5	0.12299065420560748
europdx_wgs_crc	CRC39_P1_WGS	CRC39_P6_WGS	5	0.11514018691588786
europdx_wgs_crc	CRC40_P0_WGS	CRC40_P2_WGS	2	0.0
europdx_wgs_crc	CRC41_P1_WGS	CRC41_P4_WGS	3	0.12560747663551403
europdx_wgs_crc	CRC43_P1_WGS	CRC43_P5_WGS	4	0.015700934579439253
europdx_wgs_crc	CRC44_P1_WGS	CRC44_P6_WGS	5	0.022429906542056073
europdx_wgs_crc	CRC46_P1_WGS	CRC46_P6_WGS	5	0.2463551401869159
europdx_wgs_crc	CRC47_P1_WGS	CRC47_P5_WGS	4	0.10429906542056075
europdx_wgs_crc	CRC48_P1_WGS	CRC48_P6_WGS	5	0.09682242990654205
europdx_wgs_crc	CRC49_P1_WGS	CRC49_P5_WGS	4	0.2998130841121495
europdx_wgs_crc	CRC50_P0_WGS	CRC50_P2_WGS	2	0.27738317757009345
europdx_wgs_crc	CRC51_P1_WGS	CRC51_P4_WGS	3	0.087509349289454
europdx_wgs_crc	CRC52_P1_WGS	CRC52_P6_WGS	5	0.03514018691588785
europdx_wgs_crc	CRC53_P1_WGS	CRC53_P6_WGS	5	0.014579439252336448
europdx_wgs_crc	CRC55_P1_WGS	CRC55_P5_WGS	4	0.10205607476635514
europdx_wgs_crc	CRC56_P1_WGS	CRC56_P5_WGS	4	0.13046728971962618
europdx_wgs_crc	CRC57_P1_WGS	CRC57_P6_WGS	5	0.0007476635514018691
europdx_wgs_crc	CRC58_P1_WGS	CRC58_P6_WGS	5	0.0
europdx_wgs_crc	CRC59_P1_WGS	CRC59_P4_WGS	3	0.001869158878504673
europdx_wgs_crc	CRC60_P1_WGS	CRC60_P4_WGS	3	0.0
europdx_wgs_crc	CRC61_P1_WGS	CRC61_P6_WGS	5	0.34130841121495326
europdx_wgs_crc	CRC62_P1_WGS	CRC62_P6_WGS	5	0.16897196261682243
europdx_wgs_crc	CRC63_P1_WGS	CRC63_P6_WGS	5	0.05644859813084112
europdx_wgs_crc	CRC64_P0_WGS	CRC64_P4_WGS	4	0.0007476635514018691
europdx_wgs_crc	CRC65_P0_WGS	CRC65_P3_WGS	3	0.012710280373831775
europdx_wgs_crc	CRC66_P1_WGS	CRC66_P5_WGS	4	0.03588785046728972
europdx_wgs_crc	CRC67_P0_WGS	CRC67_P2_WGS	2	0.029906542056074768
europdx_wgs_crc	CRC68_P1_WGS	CRC68_P6_WGS	5	0.09689487467265245
europdx_wgs_crc	CRC69_P1_WGS	CRC69_P6_WGS	5	0.002616822429906542
europdx_wgs_crc	CRC70_P1_WGS	CRC70_P4_WGS	3	0.0007476635514018691
europdx_wgs_crc	CRC71_P1_WGS	CRC71_P6_WGS	5	0.021682242990654205
europdx_wgs_crc	CRC72_P1_WGS	CRC72_P4_WGS	3	0.08791619902731014
europdx_wgs_crc	CRC73_P1_WGS	CRC73_P4_WGS	3	0.0
europdx_wgs_crc	CRC75_P1_WGS	CRC75_P4_WGS	3	0.06953271028037383
europdx_wgs_crc	CRC77_P0_WGS	CRC77_P3_WGS	3	0.007102803738317757
europdx_wgs_crc	CRC78_P1_WGS	CRC78_P4_WGS	3	0.09046728971962617
europdx_wgs_crc	CRC79_P1_WGS	CRC79_P4_WGS	3	0.03214953271028037
europdx_wgs_crc	CRC80_P1_WGS	CRC80_P6_WGS	5	0.18728971962616822
europdx_wgs_crc	CRC81_P1_WGS	CRC81_P4_WGS	3	0.15289719626168224
europdx_wgs_crc	CRC82_P1_WGS	CRC82_P4_WGS	3	0.038130841121495326
europdx_wgs_crc	CRC83_P0_WGS	CRC83_P3_WGS	3	0.21495327102803738
europdx_wgs_crc	CRC85_P0_WGS	CRC85_P3_WGS	3	0.19813084112149532
europdx_wgs_crc	CRC86_P1_WGS	CRC86_P6_WGS	5	0.0702803738317757
europdx_wgs_crc	CRC87_P1_WGS	CRC87_P4_WGS	3	0.28710280373831776
europdx_wgs_crc	CRC88_P0_WGS	CRC88_P3_WGS	3	0.0022429906542056075
europdx_wgs_crc	CRC89_P0_WGS	CRC89_P3_WGS	3	0.14317757009345794
europdx_wgs_crc	CRC90_P0_WGS	CRC90_P3_WGS	3	0.09046728971962617
europdx_wgs_crc	CRC91_P1_WGS	CRC91_P4_WGS	3	0.16598130841121495
europdx_wgs_crc	CRC92_P1_WGS	CRC92_P4_WGS	3	0.003738317757009346
europdx_wgs_crc	CRC93_P1_WGS	CRC93_P4_WGS	3	0.003738317757009346
europdx_wgs_crc	CRC94_P1_WGS	CRC94_P3_WGS	2	0.16448598130841122
europdx_wgs_crc	CRC95_P1_WGS	CRC95_P4_WGS	3	0.1525233644859813
europdx_wgs_crc	CRC96_P1_WGS	CRC96_P4_WGS	3	0.0302803738317757
europdx_wgs_crc	CRC97_P1_WGS	CRC97_P4_WGS	3	0.11700934579439252
europdx_wgs_crc	CRC98_P0_WGS	CRC98_P3_WGS	3	0.1685981308411215
europdx_wgs_crc	CRC99_P0_WGS	CRC99_P3_WGS	3	0.09532710280373832
europdx_wgs_crc	CRC100_P0_WGS	CRC100_P3_WGS	3	0.0
europdx_wgs_crc	CRC101_P0_WGS	CRC101_P3_WGS	3	0.1091588785046729
hci_snp_breast	HCI-001_P1_AffySNP	HCI-001_P4_AffySNP	3	0.25321572951120913
hci_snp_breast	HCI-002_P0_AffySNP	HCI-002_P4_AffySNP	4	0.005824535857298871
jax_snp_bladder	J000098169_J000100945_P0_002P0_AffySNP	J000098169_J000103432_P1_001P0009P1_AffySNP	1	0.045871559633027525
jax_snp_bladder	J000098169_J000100948_P0_001P0_AffySNP	J000098169_J000103432_P1_001P0009P1_AffySNP	1	0.04358974358974359
jax_snp_bladder	J000100646_J000102432_P0_002P0_AffySNP	J000100646_J000103693_P1_001P0006P1_AffySNP	1	0.01060329067641682
jax_snp_bladder	J000100646_J000102435_P0_001P0_AffySNP	J000100646_J000103693_P1_001P0006P1_AffySNP	1	0.01205699671172817
jax_snp_bladder	TM00020_BL0382F1232P0_P0_AffySNP	TM00020_BL0382F1232P0001P1_P1_AffySNP	1	0.005474452554744526
jax_snp_bladder	TM00026_BL0479F1894P0_P0_AffySNP	TM00026_BL0479F1895P0005P1_P1_AffySNP	1	0.12605042016806722
jax_snp_breast	J000100674_J000101830_P0_001P0_AffySNP	J000100674_J000103088_P1_001P0006P1_AffySNP	1	0.01579720793534166
jax_snp_breast	J000100674_J000101974_P0_002P0_AffySNP	J000100674_J000103088_P1_001P0006P1_AffySNP	1	0.07106227106227106
jax_snp_breast	J000100675_J000102704_P0_001P0_AffySNP	J000100675_J000104167_P1_001P0006P1_AffySNP	1	0.019124678190511217
jax_snp_breast	J000102184_J000104879_P0_001P0_AffySNP	J000102184_J000105634_P1_001P0006P1_AffySNP	1	0.11127379209370425
jax_snp_colorectal	J000094707_J000101139_P0_002P0_AffySNP	J000094707_J000102913_P1_001P0014P1_AffySNP	1	0.01139287026828372
jax_snp_colorectal	J000094707_J000101141_P0_001P0_AffySNP	J000094707_J000102913_P1_001P0014P1_AffySNP	1	0.006240822320117474
jax_snp_colorectal	J000094707_J000101139_P0_002P0_AffySNP	J000094707_J000103479_P1_001P0011P1_AffySNP	1	0.12734633787265368
jax_snp_colorectal	J000094707_J000101141_P0_001P0_AffySNP	J000094707_J000103479_P1_001P0011P1_AffySNP	1	0.20588235294117646
jax_snp_colorectal	J000099318_J000101529_P0_001P0_AffySNP	J000099318_J000103814_P1_001P0006P1_AffySNP	1	0.0
jax_snp_colorectal	J000099318_J000101791_P0_002P0_AffySNP	J000099318_J000103814_P1_001P0006P1_AffySNP	1	0.0
jax_snp_colorectal	J000101006_J000101979_P0_002P0_AffySNP	J000101006_J000103458_P1_001P0007P1_AffySNP	1	0.005460502366217692
jax_snp_colorectal	J000101006_J000101984_P0_001P0_AffySNP	J000101006_J000103458_P1_001P0007P1_AffySNP	1	0.005113221329437546
jax_snp_colorectal	J000101328_J000102289_P0_002P0_AffySNP	J000101328_J000103053_P1_001P0009P1_AffySNP	1	0.002180232558139535
jax_snp_colorectal	J000101328_J000102291_P0_001P0_AffySNP	J000101328_J000103053_P1_001P0009P1_AffySNP	1	0.002180232558139535
jax_snp_colorectal	J000101329_J000102066_P0_001P0_AffySNP	J000101329_J000103067_P1_001P0006P1_AffySNP	1	0.003997093023255814
jax_snp_colorectal	J000102630_J000106822_P1_002P0019P1_AffySNP	J000102630_J000107525_P2_002P0019P1003P2_AffySNP	1	0.031181217901687455
jax_snp_colorectal	TM01048_CN1641F116P0_P0_AffySNP	TM01048_CN1641F116P0147P1_P1_AffySNP	1	0.017511856986501276
jax_snp_colorectal	TM01237_TM01237F560P0_P0_AffySNP	TM01237_TM01237F560P0245P1_P1_AffySNP	1	0.08711566617862372
jax_snp_colorectal	TM01258_TM01258F643P0_P0_AffySNP	TM01258_TM01258F643P0216P1_P1_AffySNP	1	0.006562158220925993
jax_snp_colorectal	TM01303_TM01303F820P0_P0_AffySNP	TM01303_TM01303F800P0241P1_P1_AffySNP	1	0.10069571585499817
jax_snp_luad	J000100672_J000102690_P0_001P0_AffySNP	J000100672_J000103864_P1_001P0006P1_AffySNP	1	0.04292002934702861
jax_snp_luad	TM00199_LG0703F948P0_P0_AffySNP	TM00199_LG0703F940P0001P1_P1_AffySNP	1	0.16180273365349096
jax_snp_luad	TM00229_LG1189F1952P0_P0_AffySNP	TM00229_LG1189F1952P0002P1_P1_AffySNP	1	0.006586169045005488
jax_snp_luad	TM00302_LG1306aF130P0_P0_AffySNP	TM00302_LG1306F130P0078P1_P1_AffySNP	1	0.0697503671071953
jax_snp_luad	TM01446_TM01446F1264P0_P0_AffySNP	TM01446_TM01446F1265P0256P1_P1_AffySNP	1	0.057425018288222385
jax_snp_luad	TM01446_TM01446F14P0_P0_AffySNP	TM01446_TM01446F1265P0256P1_P1_AffySNP	1	0.02126099706744868
jax_snp_luad	TM01510_TM01510F48P0_P0_AffySNP	TM01510_TM01510F46P0235P1_P1_AffySNP	1	0.01572787125091441
jax_snp_lusc	J000095054_J000100453_P0_001P0_AffySNP	J000095054_J000102120_P1_001P0006P1_AffySNP	1	0.016825164594001463
jax_snp_lusc	J000095054_J000100453_P0_001P0_AffySNP	J000095054_J000102504_P1_001P0009P1_AffySNP	1	0.03951701427003293
jax_snp_lusc	J000099257_J000101156_P0_001P0_AffySNP	J000099257_J000103717_P1_001P0007P1_AffySNP	1	0.016800584368151936
jax_snp_lusc	TM00188_LG0520F433P0_P0_AffySNP	TM00188_LG0520F434P0000P1000P2006P3_P3_AffySNP	3	0.29448529411764707
jax_snp_lusc	TM00188_LG0520F434P0_P0_AffySNP	TM00188_LG0520F434P0000P1000P2006P3_P3_AffySNP	3	0.10301692420897719
jax_snp_lusc	TM00355_LG0551F552P0_P0_AffySNP	TM00355_LG0551F552P0001P1_P1_AffySNP	1	0.04155939683707245
jax_snp_lusc	TM00939_LG1475F356P0_P0_AffySNP	TM00939_LG1475F356P0189P1_P1_AffySNP	1	0.02204261572373255
jax_snp_melanoma	J000097253_J000100910_P0_002P0_AffySNP	J000097253_J000102934_P1_001P0010P1_AffySNP	1	0.03511338697878566
jax_snp_melanoma	J000097253_J000100914_P0_001P0_AffySNP	J000097253_J000102934_P1_001P0010P1_AffySNP	1	0.10241404535479151
jax_snp_melanoma	TM01612_TM01612F464P0_P0_AffySNP	TM01612_TM01612F464P0001P1_P1_AffySNP	1	0.004744525547445255
jax_snp_otherlung	TM00194_LG0627PE001P0_P0_AffySNP	TM00194_LG0627PE569P0000P1030P2_P2_AffySNP	2	0.08576642335766424
jax_snp_otherlung	TM00269_LG1331F164P0_P0_AffySNP	TM00269_LG1331F164P0166P1_P1_AffySNP	1	0.0
jax_snp_otherlung	TM01284_TM01284F744P0_P0_AffySNP	TM01284_TM01284F744P0237P1_P1_AffySNP	1	0.006934306569343066
jax_snp_otherlung	TM01031_LG1502F412P0_P0_AffySNP	TM01031_LG1502F412P0193P1_P1_AffySNP	1	0.10055045871559633
jax_snp_othertumor	TM01127_SA1208005F001P0_P0_AffySNP	TM01127_SA1208005F2P043P1_P1_AffySNP	1	0.0032703488372093025
jax_snp_othertumor	J000100365_J000101777_P0_001P0_AffySNP	J000100365_J000103116_P1_001P0006P1_AffySNP	1	0.0007293946024799417
jax_snp_othertumor	TM01373_TM01373F1015P0_P0_AffySNP	TM01373_TM01373F1015P0343P1_P1_AffySNP	1	0.04963235294117647
jax_snp_othertumor	TM01373_TM01373F1015P0_P0_AffySNP	TM01373_TM01373F1015P0344P1_P1_AffySNP	1	0.0014678899082568807
jax_snp_othertumor	TM01087_TM01087F108P0_P0_AffySNP	TM01087_TM01087F108P0104P1_P1_AffySNP	1	0.07639141506002183
jax_snp_othertumor	TM01044_LY2238AF016P0_P0_AffySNP	TM01044_LY2238A16P01P1_P1_AffySNP	1	0.0036656891495601175
jax_snp_othertumor	TM01212_TM01212F463P0_P0_AffySNP	TM01212_TM01212F463P0307P1_P1_AffySNP	1	0.1108687749909124
jax_snp_ovarian	TM00333_OV0857F006P0_P0_AffySNP	TM00333_OV0857F006P0026P1_P1_AffySNP	1	0.021929824561403508
jax_snp_ovarian	TM00334_OV1110F024P0_P0_AffySNP	TM00334_OV1110F024P0000P1008P2_P2_AffySNP	2	0.1399706098457017
jax_snp_ovarian	TM00335_OV1828F081P0_P0_AffySNP	TM00335_OV1828F082P0000P1008P2_P2_AffySNP	2	0.004751461988304093
jax_snp_ovarian	TM00916_OM1058F141P0_P0_AffySNP	TM00916_OM1058F141P059P1_P1_AffySNP	1	0.02688953488372093
jax_snp_ovarian	TM00927_OV11094F172P0_P0_AffySNP	TM00927_OV11094F172P0118P1_P1_AffySNP	1	0.04057017543859649
jax_snp_sarcoma	J000099873_J000102461_P0_005P0_AffySNP	J000099873_J000102568_P1_001P0007P1_AffySNP	1	0.0025482344375682563
pdmr_wes_bladder	146476--266-R--E19YJ0_P1_WES	146476--266-R--E20F08F67_P2_WES	1	0.1537313432835821
pdmr_wes_bladder	146476--266-R--E19YJ1_P1_WES	146476--266-R--E20F08F67_P2_WES	1	0.06130841121495327
pdmr_wes_bladder	146476--266-R--E20F07_P1_WES	146476--266-R--E20F08F67_P2_WES	1	0.09783420463032114
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00W56_P1_WES	1	0.1461051062243757
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00_RG-W58M196_P2_WES	2	0.15312965722801788
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00_RG-W58M199_P2_WES	2	0.1836887392442948
pdmr_wes_bladder	261386--189-R--N69_P0_WES	261386--189-R--N69M989_P1_WES	1	0.027560521415270017
pdmr_wes_bladder	261386--189-R--N69_P0_WES	261386--189-R--N70P05_P1_WES	1	0.024553571428571428
pdmr_wes_bladder	261386--189-R--N70_P0_WES	261386--189-R--N69M989_P1_WES	1	0.053963528098250835
pdmr_wes_bladder	261386--189-R--N70_P0_WES	261386--189-R--N70P05_P1_WES	1	0.05658972449739389
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A75_P1_WES	1	0.0018580453363062058
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A76_P1_WES	1	0.043849869936826456
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A77AQ6_P2_WES	2	0.0007432181345224824
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A75AQ2IB2_P3_WES	3	0.0007432181345224824
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A76AU5IC9_RG_P3_WES	3	0.17651430694908957
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TM8_P1_WES	1	0.03746721618583739
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T58TV0UZ1_P2_WES	2	0.03860569715142429
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TM9UN5_P2_WES	2	0.038980509745127435
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TN0UC2_P2_WES	2	0.05776444111027757
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TN0UC1VC9_P3_WES	3	0.03823088455772114
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FI8D07_P1_WES	1	0.0
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ0D01_P1_WES	1	0.0
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ2D10_P1_WES	1	0.05229970326409496
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FI8D05D58_P2_WES	2	0.0
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ2D12D65_P2_WES	2	0.2228401928068224
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU7M391_P2_WES	2	0.28550074738415543
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU8M478_P2_WES	2	0.41357330333708286
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU8_RG-ED1_P2_WES	2	0.4023934181002244
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH0XJ4_P1_WES	1	0.09375
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH1W67_P1_WES	1	0.010828976848394324
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH2X72_P1_WES	1	0.11094564408041697
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH2X73_P1_WES	1	0.10912476722532588
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH3XJ7_P1_WES	1	0.6784649776453056
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI5M632_P1_WES	1	0.007410151908114116
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI6K88_P1_WES	1	0.25018587360594796
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI6_RG-KD3_P1_WES	1	0.376536312849162
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI5M633KB9_P2_WES	2	0.006674082313681869
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI5M632_P1_WES	1	0.3098958333333333
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI6K88_P1_WES	1	0.03494423791821561
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI6_RG-KD3_P1_WES	1	0.02346368715083799
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI5M633KB9_P2_WES	2	0.2234200743494424
pdmr_wes_colorectal	185487--224-T--KB5LE7_P1_WES	185487--224-T--KB5LE7_RG-M488_P2_WES	1	0.07680890538033396
pdmr_wes_colorectal	185487--224-T--KB5LE7_P1_WES	185487--224-T--KB5LE3MF2N28_P3_WES	2	0.00927643784786642
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ6QC6_P1_WES	1	0.008524833209785025
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ7VU0_P1_WES	1	0.0029651593773165306
