cohort	sample1	sample2	delta	discordance
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ7VT8W69_P2_WES	2	0.004818383988139363
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ8Q44QR5_P2_WES	2	0.08092056421677803
pdmr_wes_colorectal	253994--281-T--E85M208_P1_WES	253994--281-T--E85M207E17_P2_WES	1	0.0011244377811094452
pdmr_wes_colorectal	253994--281-T--E85M208_P1_WES	253994--281-T--E85M209EE3F36A35_P4_WES	3	0.003732736095558044
pdmr_wes_colorectal	253994--281-T--E85M209_P1_WES	253994--281-T--E85M207E17_P2_WES	1	0.002615844544095665
pdmr_wes_colorectal	253994--281-T--E85M209_P1_WES	253994--281-T--E85M209EE3F36A35_P4_WES	3	0.004095309009679821
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A62_P1_WES	1	0.00037509377344336085
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A63_P1_WES	1	0.090228378884313
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A62F58_P2_WES	2	0.0
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V73_P1_WES	1	0.0003721622627465575
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V74_P1_WES	1	0.0018670649738610904
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U76V70QC7E19_P3_WES	3	0.0
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V73PT4K85_P3_WES	3	0.0
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V73_P1_WES	1	0.0014875418371141688
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V74_P1_WES	1	0.0007462686567164179
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U76V70QC7E19_P3_WES	3	0.0011156563778356265
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V73PT4K85_P3_WES	3	0.0011156563778356265
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E08FJ7_P1_WES	1	0.04477611940298507
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E09G26_P1_WES	1	0.058361391694725026
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E12H76_P1_WES	1	0.016135084427767354
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG3U89_P1_WES	1	0.08019395747855278
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG3U88VJ1_P2_WES	2	0.09341272794938593
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG4U98UZ8_P2_WES	2	0.012285927029039464
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG3U89_P1_WES	1	0.0823397913561848
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG3U88VJ1_P2_WES	2	0.09591078066914498
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG4U98UZ8_P2_WES	2	0.013392857142857142
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK6UD8_P2_WES	2	0.08041697691734921
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK8U95_P2_WES	2	0.04260837347165617
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK6UD6V01_P3_WES	3	0.059895833333333336
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK7U91V04_P3_WES	3	0.17625231910946196
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK8U94V07_P3_WES	3	0.11057334326135518
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MG5_P1_WES	1	0.0018656716417910447
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV9MH0_P1_WES	1	0.0052044609665427505
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MF7NX7_P2_WES	2	0.06110283159463487
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MF7NX6M067_P3_WES	3	0.02643335815338794
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MG5_P1_WES	1	0.0052122114668652275
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV9MH0_P1_WES	1	0.004072565716401333
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MF7NX7_P2_WES	2	0.055431547619047616
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MF7NX6M067_P3_WES	3	0.025935531678399407
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YP8WE6_P1_WES	1	0.0
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YP9WU8_P1_WES	1	0.14725519287833827
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YQ0W10_P1_WES	1	0.02967359050445104
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YQ1WF8_P1_WES	1	0.0
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YP8WE6_P1_WES	1	0.0
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YP9WU8_P1_WES	1	0.0586053412462908
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YQ0W10_P1_WES	1	0.02967359050445104
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YQ1WF8_P1_WES	1	0.0
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440_P1_WES	1	0.016772269847185987
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M442_P1_WES	1	0.0515695067264574
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M883_P2_WES	2	0.07071082992184592
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M881X32_P3_WES	3	0.053963528098250835
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M884X90_P3_WES	3	0.0701230883998508
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF6V27_P1_WES	1	0.048381094157052475
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF7VA2_P1_WES	1	0.01675977653631285
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF6V30U25_P2_WES	2	0.014892032762472078
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF8V32_RG-VZ9_P3_WES	3	0.043559195830230824
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF8V33_RG-VZ9_P3_WES	3	0.043559195830230824
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE6L74_P1_WES	1	0.0
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE8KY7_RG-LW5_P2_WES	2	0.08989598811292719
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE6L72N45VG1_P3_WES	3	0.0
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE1M277_P2_WES	2	0.0011185682326621924
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE2_RG-W11_P2_WES	2	0.001864975755315181
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE4M890_P2_WES	2	0.03129657228017884
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE5_RG-W15_P2_WES	2	0.002600297176820208
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE4M889M938_P3_WES	3	0.005194805194805195
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T12T71TC0_P2_WES	2	0.03544776119402985
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T13T75TE5_P2_WES	2	0.0026129152668906306
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T15TB2TX9_P2_WES	2	0.02161759224748416
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T16TJ3UK1_P2_WES	2	0.016430171769977596
pdmr_wes_headneck	297248--317-R--AS2NA9E78_P2_WES	297248--317-R--AS2NA9E78F14FG2HE2_P5_WES	3	0.07060141949943967
pdmr_wes_headneck	297248--317-R--AS2NA9E78_P2_WES	297248--317-R--AS2NA9E78F14FG0G41HV4_P6_WES	4	0.05478424015009381
pdmr_wes_headneck	297248--317-R--AS2NA9E79_P2_WES	297248--317-R--AS2NA9E78F14FG2HE2_P5_WES	3	0.10141685309470544
pdmr_wes_headneck	297248--317-R--AS2NA9E79_P2_WES	297248--317-R--AS2NA9E78F14FG0G41HV4_P6_WES	4	0.09152288072018004
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G47GE9_P1_WES	1	0.027870680044593088
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G48GJ3_P1_WES	1	0.12746191007060573
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G47GF1GP6_P2_WES	2	0.051358392259024936
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G49GM6GT6Y25_P3_WES	3	0.060966542750929366
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P25PJ8_P1_WES	1	0.017890421170331718
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P26PK3_P1_WES	1	0.03619402985074627
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P26PK6_P1_WES	1	0.01676602086438152
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P27PQ6_P1_WES	1	0.017157776948899663
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P25PJ8_P1_WES	1	0.018628912071535022
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P26PK3_P1_WES	1	0.00037313432835820896
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P26PK6_P1_WES	1	0.01640566741237882
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P27PQ6_P1_WES	1	0.017897091722595078
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H25HE5_P1_WES	1	0.10991459339027107
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H25HE8_P1_WES	1	0.07055328629780913
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H24WF0M892_P2_WES	2	0.09212481426448738
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H26HF3M876_P2_WES	2	0.1266245822502785
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H24WF0M894X07_P3_WES	3	0.11956925362049758
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A37AA1_P1_WES	1	0.0011152416356877324
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A38AC6_P1_WES	1	0.0011173184357541898
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A38AC8_P1_WES	1	0.007454342154304882
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A39AH5_P1_WES	1	0.0011169024571854058
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A37AA1_P1_WES	1	0.0003718854592785422
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A38AC6_P1_WES	1	0.0014914243102162564
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A38AC8_P1_WES	1	0.0014919806042521448
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A39AH5_P1_WES	1	0.0014903129657228018
pdmr_wes_headneck	668155--338-R--YE7_P0_WES	668155--338-R--YE8XD4_P1_WES	1	0.07909394727070182
pdmr_wes_headneck	668155--338-R--YE7_P0_WES	668155--338-R--YF0XE0_P1_WES	1	0.06567717996289425
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GV1Y89_P1_WES	1	0.21115687008611006
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU7Y57YM7_P2_WES	2	0.005622188905547227
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU8YF8X78_P2_WES	2	0.004116766467065869
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU9YA2X13_P2_WES	2	0.040434294271808315
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H04M900_P1_WES	1	0.02825278810408922
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H06HG0_P1_WES	1	0.1675334323922734
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H04M898M143_P2_WES	2	0.06505576208178439
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H06HF7W51_P2_WES	2	0.13526570048309178
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H04M900_P1_WES	1	0.15942028985507245
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H06HG0_P1_WES	1	0.017830609212481426
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H04M898M143_P2_WES	2	0.15861812778603268
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H06HF7W51_P2_WES	2	0.17354143441099962
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW3M168_P1_WES	1	0.0
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV3_P1_WES	1	0.0022413149047441168
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV2F46_P2_WES	2	0.08143444153903623
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV2F44M91_P3_WES	3	0.016062756817332834
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW3M168_P1_WES	1	0.0003720238095238095
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV3_P1_WES	1	0.06855439642324888
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV2F46_P2_WES	2	0.11409395973154363
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV2F44M91_P3_WES	3	0.08230912476722532
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM7AY1_P1_WES	1	0.14216778025241278
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM7AY3V42_P2_WES	2	0.07832219747587231
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM8AA5_RG-VH4_P2_WES	2	0.1956845238095238
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM7AY1_P1_WES	1	0.15164998146088246
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM7AY3V42_P2_WES	2	0.048590504451038574
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM8AA5_RG-VH4_P2_WES	2	0.2236255572065379
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ4P73_P1_WES	1	0.1016320474777448
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ4P75_P1_WES	1	0.04821958456973294
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ6P86PG5_P2_WES	2	0.10710301227222016
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ6P86PG1M165_P3_WES	3	0.129080118694362
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ4P73_P1_WES	1	0.22663204747774482
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ4P75_P1_WES	1	0.1687685459940653
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ6P86PG5_P2_WES	2	0.198214949795463
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ6P86PG1M165_P3_WES	3	0.10942136498516321
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX3N20_P1_WES	1	0.0011248593925759281
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX4MN9_P1_WES	1	0.011554230339172567
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX3N24Q81_P2_WES	2	0.03712035995500562
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF1HJ3_P2_WES	2	0.36945996275605214
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF2HK9_P2_WES	2	0.04955290611028316
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF4HL6_P2_WES	2	0.13430059523809523
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF1HJ6M187_P3_WES	3	0.36251862891207154
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF2HL0M193_P3_WES	3	0.08262002232973577
pdmr_wes_headneck	959717--210-R--A57AG6AV2I60_P3_WES	959717--210-R--A57AG6AV2I62IH4N31NL1_P6_WES	3	0.06289542240416822
pdmr_wes_headneck	959717--210-R--A57AG6AV2I60_P3_WES	959717--210-R--A59AG8AV8I72IM6N78NT1_P6_WES	3	0.3002232142857143
pdmr_wes_headneck	959717--210-R--A58AG7AV6I69_P3_WES	959717--210-R--A57AG6AV2I62IH4N31NL1_P6_WES	3	0.14450651769087522
pdmr_wes_headneck	959717--210-R--A58AG7AV6I69_P3_WES	959717--210-R--A59AG8AV8I72IM6N78NT1_P6_WES	3	0.28343239227340267
pdmr_wes_headneck	981375--231-R--T92TV2_P1_WES	981375--231-R--T92TV1_RG-M34_P2_WES	1	0.0033432392273402673
pdmr_wes_headneck	981375--231-R--T92TV2_P1_WES	981375--231-R--T95TV6VM3M177_P3_WES	2	0.02227998514667657
pdmr_wes_headneck	981375--231-R--T94UD3_R_P1_WES	981375--231-R--T92TV1_RG-M34_P2_WES	1	0.07395020438498699
pdmr_wes_headneck	981375--231-R--T94UD3_R_P1_WES	981375--231-R--T95TV6VM3M177_P3_WES	2	0.05572065378900446
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WS8_P1_WES	1	0.17107715244129706
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WS9_P1_WES	1	0.07049608355091384
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WT1_P1_WES	1	0.0033569563595673255
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WT1Y20_P2_WES	2	0.02866716306775875
pdmr_wes_lung	349418--098-R--JS4_P0_WES	349418--098-R--JS4KX0_P1_WES	1	0.0067064083457526085
pdmr_wes_lung	349418--098-R--JS4_P0_WES	349418--098-R--JU4KT5L04_P2_WES	2	0.11330600074543422
pdmr_wes_lung	349418--098-R--JS5_P0_WES	349418--098-R--JS4KX0_P1_WES	1	0.003729951510630362
pdmr_wes_lung	349418--098-R--JS5_P0_WES	349418--098-R--JU4KT5L04_P2_WES	2	0.05180767797241893
pdmr_wes_lung	349418--098-R--JU4_P0_WES	349418--098-R--JS4KX0_P1_WES	1	0.004098360655737705
pdmr_wes_lung	349418--098-R--JU4_P0_WES	349418--098-R--JU4KT5L04_P2_WES	2	0.09270290394638868
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3US9_P1_WES	1	0.10453869047619048
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT0VL0_P2_WES	2	0.025297619047619048
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT3VL8_P2_WES	2	0.0007432181345224824
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT1VL1Q87_P3_WES	3	0.019709929341762737
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT2VL5Q89_P3_WES	3	0.002231312755671253
pdmr_wes_lung	692585--246-R--AB7_P0_WES	692585--246-R--AB7IJ0_P1_WES	1	0.024544440312383786
pdmr_wes_lung	692585--246-R--AB7_P0_WES	692585--246-R--AB7IJ0NI0_P2_WES	2	0.013011152416356878
pdmr_wes_lung	692585--246-R--AB7_P0_WES	692585--246-R--AB7IJ0NH9QS9_P3_WES	3	0.011891490152359718
pdmr_wes_lung	692585--246-R--AB7_P0_WES	692585--246-R--AB7IJ1NK6M780_P3_WES	3	0.049758633494244336
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	1	0.00897196261682243
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	1	0.0070895522388059705
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK4WE2_P1_WES	1	0.11102803738317757
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	1	0.017957351290684626
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	1	0.010853293413173653
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK4WE2_P1_WES	1	0.11136107986501688
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	1	0.0150093808630394
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	1	0.005235602094240838
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK4WE2_P1_WES	1	0.12429801572444778
pdmr_wes_lung	827478--307-R--AO2_P0_WES	827478--307-R--AO2N44E18_P2_WES	2	0.07824143070044709
pdmr_wes_lung	827478--307-R--AO2_P0_WES	827478--307-R--AO2N44_RG-J23_P2_WES	2	0.06969809914275066
pdmr_wes_lung	827478--307-R--AO2_P0_WES	827478--307-R--AO2N44E18FN0_P3_WES	3	0.09511376352107423
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P53PH1_P1_WES	1	0.125
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P54PH6_P1_WES	1	0.12849162011173185
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P56PH7_P1_WES	1	0.12863534675615212
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P57PE2_P1_WES	1	0.12476722532588454
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P53PH1_P1_WES	1	0.005219985085756898
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P54PH6_P1_WES	1	0.00484171322160149
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P56PH7_P1_WES	1	0.0029806259314456036
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P57PE2_P1_WES	1	0.024581005586592177
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P53PH1_P1_WES	1	0.17629519194931048
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P54PH6_P1_WES	1	0.17924879137225735
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P56PH7_P1_WES	1	0.17839851024208567
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P57PE2_P1_WES	1	0.1754646840148699
pdmr_wes_lung	997726--040-R--X17_P0_WES	997726--040-R--X15W14_P1_WES	1	0.1833395314243213
