pair1	pair2		all_samples
TC333_PT_WES	TC333_P0_WES		TC333_PT_WES
TC524_PT_WES	TC524_P0_WES		TC333_P0_WES
TC78_PT_WES	TC78_P2_WES		TC524_PT_WES
TC422_PT_WES	TC422_P0_WES		TC524_P0_WES
TC436_PT_WES	TC436_P0_WES		TC78_PT_WES
TC430_PT_WES	TC430_P0_WES		TC78_P2_WES
			TC422_PT_WES
			TC422_P0_WES
			TC436_PT_WES
			TC436_P0_WES
			TC430_PT_WES
			TC430_P0_WES
