discordance	tfx
0.1553072625698324	0.2494
0.19985113509490138	0.3534
0.12285287528005974	0.3872
0.2103499627699181	0.2711
0.30204841713221603	0.452
0.06980216498693542	0.2814
0.2496279761904762	0.441
0.12504638218923933	0.1572
0.06972408650260999	0.2578
0.06268882175226587	0.4801
0.37634808478988474	0.2998
0.16779026217228465	0.7261
0.055308092056421676	0.4578
0.0014787430683918669	0.7553
0.33514774494556765	0.5096
0.23967249720878303	0.2809
0.33666666666666667	0.2123
0.01770244821092279	0.6465
0.14480975249353528	0.3518
0.20837968112717833	0.391
0.03221029248426509	0.6791
0.28078635014836795	0.3454
0.0758082497212932	0.5038
0.19360832404310666	0.7465
0.04059590316573557	0.7
0.13814814814814816	0.276
0.07495361781076067	0.5958
0.042798660215854115	0.8642
0.04111111111111111	0.5442
0.13509490137700036	0.5938
0.3316004455997029	0.2483
0.30579765062523684	0.3994
0.08054936896807721	0.2123
0.024645257654966394	0.845
0.02846441947565543	0.845
0.0497196261682243	0.845
0.07592110160029773	0.8155
0.0691449814126394	0.8155
0.0	0.2441
0.5398065476190477	0.3098
0.14082928651475532	0.845
0.06962025316455696	0.8155
0.09121370067014148	0.8155
0.0003716090672612412	0.2441
0.0011169024571854058	0.2441
0.05280773521755299	0.2441
0.007068452380952381	0.2441
0.2241635687732342	0.2441
0.5508001488649051	0.3098
0.5341800522973478	0.3098
0.5575418994413408	0.3098
0.563338301043219	0.3098
0.14774841831038332	0.3098
0.09019754006708908	0.3884
0.2451708766716196	0.3116
0.005584512285927029	0.8609
0.005590756615728662	0.8609
0.055097451274362816	0.4731
0.11148396718866517	0.3884
0.054104477611940295	0.3884
0.10510622437569885	0.3884
0.09060402684563758	0.3884
0.26560178306092125	0.3116
0.23219584569732937	0.3116
0.35366307177389367	0.3116
0.2709725315515961	0.3116
0.006343283582089552	0.8609
0.0059590316573556795	0.8609
0.007827059262020127	0.8609
0.0067039106145251395	0.8609
0.5056095736724009	0.4731
0.07286995515695067	0.4731
0.07289719626168224	0.4731
0.08645209580838323	0.4731
0.07678041543026706	0.5583
0.1080777860882573	0.6424
0.6394913986537023	0.6424
0.02724897349757372	0.6424
0.22271714922049	0.4366
0.10170749814402376	0.4366
0.02008181480104128	0.5583
0.029728725380899292	0.5583
0.030843552582683016	0.5583
0.0687732342007435	0.5583
0.4517937219730942	0.6424
0.3011194029850746	0.6424
0.5362481315396114	0.6424
0.49421857515852297	0.6424
0.32465600595016736	0.4366
0.08769973987365291	0.4366
0.1218877740616871	0.4366
0.1317743132887899	0.4366
0.06164129223913851	0.6187
0.003335804299481097	0.6187
0.09451445515196442	0.6187
0.10248793167471222	0.6187
0.12407132243684993	0.6187
0.1028210838901262	0.6187
0.12238023952095808	0.5866
0.2864583333333333	0.5866
0.1294776119402985	0.4545
0.10355140186915889	0.4545
0.01824953445065177	0.5026
0.01080879612374208	0.5026
0.3711839166046165	0.5866
0.23998502433545488	0.5866
0.33979135618479883	0.5866
0.2622155911973144	0.5866
0.3404255319148936	0.4545
0.17183414269704894	0.4545
0.11641791044776119	0.4545
0.20149532710280374	0.4545
0.11624441132637854	0.5026
0.38324022346368714	0.5026
0.05522388059701493	0.5026
0.25872308834446917	0.397
0.30846325167037864	0.397
0.04086181277860327	0.6298
0.04336545589325426	0.6298
0.3057206537890045	0.397
0.0651685393258427	0.397
0.2561247216035635	0.397
0.09578829668281774	0.6298
0.1344225770516153	0.6298
0.0673613695571269	0.6298
0.06577480490523968	0.6298
0.01170018281535649	0.6976
0.006632277081798084	0.7999
0.01170018281535649	0.6976
0.005545286506469501	0.7999
0.015134736064968624	0.7999
0.00037023324694557573	0.9744
0.012625324916450055	0.2001
0.014173815740395375	0.1769
0.23293938238658024	0.389
0.3969924812030075	0.3205
0.09496996996996997	0.6325
0.13343328335832083	0.4583
0.3697289156626506	0.2405
0.01270078446021666	0.5582
0.11758118701007839	0.3558
0.027330587794833397	0.8088
0.4179439252336449	0.4263
0.1815081470253884	0.6279
0.348785046728972	0.1553
0.18362004487658937	0.5722
0.33320811419984975	0.5187
0.5538519072550486	0.203
0.34181002243829467	0.6346
0.08229988726042842	0.3605
