discordance	tfx
0.02428998505231689	0.4731
0.041121495327102804	0.4731
0.03181137724550898	0.4731
0.0675826216115856	0.2308
0.058364312267657995	0.2308
0.013353115727002967	0.5583
0.15781600598354525	0.6424
0.6237845923709798	0.6424
0.0675625233296006	0.6424
0.08760207869339272	0.4366
0.04602821083890126	0.4366
0.0011156563778356265	0.5583
0.0007432181345224824	0.5583
0.0014864362690449647	0.5583
0.001486988847583643	0.5583
0.48654708520179374	0.6424
0.4753731343283582	0.6424
0.6233183856502242	0.6424
0.6370757180156658	0.6424
0.2651543324656006	0.4366
0.03827573392790784	0.4366
0.026755852842809364	0.4366
0.08240534521158129	0.4366
0.05867062755291497	0.6187
0.0014825796886582653	0.6187
0.07449962935507784	0.6187
0.05681396212402525	0.6187
0.03863298662704309	0.6187
0.07312546399406088	0.6187
0.54576144036009	0.1413
0.49024024024024027	0.1413
0.3609022556390977	0.1413
0.5148106486689163	0.1413
0.5451818522684665	0.1413
0.22502784998143335	0.2617
0.25733382844411434	0.2617
0.25594353640416045	0.2617
0.26098287416232313	0.2617
0.17252994011976047	0.5866
0.29650297619047616	0.5866
0.1167910447761194	0.4545
0.2979439252336449	0.4545
0.03202979515828678	0.5026
0.025717480432351846	0.5026
0.3682055100521221	0.5866
0.1347809809060277	0.5866
0.3315946348733234	0.5866
0.19656844461022008	0.5866
0.4176931690929451	0.4545
0.31116921927530816	0.4545
0.21940298507462686	0.4545
0.29121495327102803	0.4545
0.09798807749627422	0.5026
0.5124767225325885	0.5026
0.2421641791044776	0.5026
0.15515961395694136	0.397
0.33593170007423906	0.397
0.03937592867756315	0.6298
0.0396590066716086	0.6298
0.3763001485884101	0.397
0.11235955056179775	0.397
0.29992576095025986	0.397
0.07491613865076407	0.6298
0.03936130709246194	0.6298
0.07666542612579084	0.6298
0.03939056112969157	0.6298
0.0032906764168190127	0.6976
0.00036845983787767134	0.7999
0.004753199268738574	0.6976
0.0	0.7999
0.005537098560354375	0.7999
0.0011106997408367272	0.9744
0.25176383215744524	0.2001
0.048116374487131665	0.1769
0.45139153640869234	0.389
0.17105263157894737	0.3205
0.010885885885885885	0.6325
0.04872563718140929	0.4583
0.026731927710843373	0.2405
0.03810235338064998	0.5582
0.02724897349757372	0.3558
0.3795565576850808	0.4009
0.019842755522276302	0.8088
0.13158878504672897	0.4263
0.034482758620689655	0.6279
0.29345794392523367	0.1553
0.14023934181002243	0.5722
0.12410948631421072	0.2112
0.3677685950413223	0.5187
0.21952131637995512	0.203
0.07255048616305161	0.6346
0.048478015783540024	0.3605
